timestamp,adjclose,low,open,volume,close,high
2020-09-11 00:00:00,0.01115499995648861,0.009429000318050385,0.009530000388622284,339581,0.01115499995648861,0.01115499995648861
2020-09-12 00:00:00,0.011843999847769737,0.01107999961823225,0.01115300040692091,201512,0.011843999847769737,0.012090000323951244
2020-09-13 00:00:00,0.011423000134527683,0.011210000142455101,0.011845000088214874,311292,0.011423000134527683,0.012047999538481236
2020-09-14 00:00:00,0.012010999955236912,0.0110470000654459,0.01143800001591444,172603,0.012010999955236912,0.012303999625146389
2020-09-15 00:00:00,0.011134999804198742,0.01092700008302927,0.012010999955236912,913609,0.011134999804198742,0.0124080004170537
2020-09-16 00:00:00,0.009894000366330147,0.009769000113010406,0.011245000176131725,751176,0.009894000366330147,0.011253999546170235
2020-09-17 00:00:00,0.008861999958753586,0.008771000429987907,0.009902999736368656,256191,0.008861999958753586,0.010191000066697598
2020-09-18 00:00:00,0.007891999557614326,0.007350000087171793,0.008860000409185886,600481,0.007891999557614326,0.00889500044286251
2020-09-19 00:00:00,0.008797000162303448,0.007814999669790268,0.007891999557614326,439767,0.008797000162303448,0.008825999684631824
2020-09-20 00:00:00,0.008666999638080597,0.008549000136554241,0.00880999956279993,344043,0.008666999638080597,0.008945000357925892
2020-09-21 00:00:00,0.008124999701976776,0.007838999852538109,0.008666999638080597,416338,0.008124999701976776,0.008860999718308449
2020-09-22 00:00:00,0.007833999581634998,0.007362999953329563,0.008107000030577183,327609,0.007833999581634998,0.008194999769330025
2020-09-23 00:00:00,0.007228999864310026,0.007110999897122383,0.007809000089764595,368137,0.007228999864310026,0.007822000421583652
2020-09-24 00:00:00,0.007710000034421682,0.007174000144004822,0.007222999818623066,350318,0.007710000034421682,0.00773000018671155
2020-09-25 00:00:00,0.0072730001993477345,0.006951000075787306,0.007689999882131815,262578,0.0072730001993477345,0.0077240001410245895
2020-09-26 00:00:00,0.007114999927580357,0.007019999902695417,0.007277000229805708,303685,0.007114999927580357,0.007433000020682812
2020-09-27 00:00:00,0.006643999833613634,0.006415999960154295,0.0071319998241961,327024,0.006643999833613634,0.007174000144004822
2020-09-28 00:00:00,0.006310999859124422,0.006308000069111586,0.006637000013142824,429043,0.006310999859124422,0.006893000099807978
2020-09-29 00:00:00,0.006635999772697687,0.00598399993032217,0.006310999859124422,273353,0.006635999772697687,0.006678000092506409
2020-09-30 00:00:00,0.006558000110089779,0.006326999980956316,0.006661999970674515,264446,0.006558000110089779,0.006810999941080809
2020-10-01 00:00:00,0.0064570000395178795,0.006058999802917242,0.006568000186234713,275587,0.0064570000395178795,0.006800000090152025
2020-10-02 00:00:00,0.005849999841302633,0.005688000004738569,0.006430999841541052,204821,0.005849999841302633,0.006430999841541052
2020-10-03 00:00:00,0.005923999939113855,0.005778999999165535,0.00583299994468689,194301,0.005923999939113855,0.006045999936759472
2020-10-04 00:00:00,0.0066189998760819435,0.005915000103414059,0.005936000030487776,229512,0.0066189998760819435,0.006684999912977219
2020-10-05 00:00:00,0.006541000213474035,0.006126000080257654,0.00662099989131093,249112,0.006541000213474035,0.0067170001566410065
2020-10-06 00:00:00,0.0061969999223947525,0.005743999965488911,0.0065379999577999115,254331,0.0061969999223947525,0.006682999897748232
2020-10-07 00:00:00,0.005628999788314104,0.005497999954968691,0.006173999980092049,196013,0.005628999788314104,0.006178999785333872
