timestamp,adjclose,close,low,volume,high,open
2018-10-12 00:00:00,0.371425986289978,0.371425986289978,0.3532559871673584,645747,0.3794589936733246,0.3668999969959259
2018-10-13 00:00:00,0.3759559988975525,0.3759559988975525,0.3540700078010559,688345,0.39793598651885986,0.3613550066947937
2018-10-14 00:00:00,0.3631500005722046,0.3631500005722046,0.35204800963401794,915412,0.3740600049495697,0.3711000084877014
2018-10-15 00:00:00,0.36162498593330383,0.36162498593330383,0.34195199608802795,767581,0.3922159969806671,0.36093300580978394
2018-10-16 00:00:00,0.5855699777603149,0.5855699777603149,0.3497360050678253,1693440,0.5855699777603149,0.3618899881839752
2018-10-17 00:00:00,0.9842720031738281,0.9842720031738281,0.5807430148124695,2417020,1.0031800270080566,0.5916110277175903
2018-10-18 00:00:00,1.2908899784088135,1.2908899784088135,0.9891210198402405,3204810,1.6483700275421143,0.9891210198402405
2018-10-19 00:00:00,1.2763400077819824,1.2763400077819824,1.1712599992752075,2210050,1.3489899635314941,1.3030099868774414
2018-10-20 00:00:00,1.060130000114441,1.060130000114441,0.912979006767273,2792880,1.2917699813842773,1.2775299549102783
2018-10-21 00:00:00,1.0046000480651855,1.0046000480651855,0.9197630286216736,2887540,1.0814800262451172,1.0606000423431396
2018-10-22 00:00:00,0.7416189908981323,0.7416189908981323,0.669048011302948,2260920,0.9908829927444458,0.986175000667572
2018-10-23 00:00:00,0.7016389966011047,0.7016389966011047,0.6655870079994202,1238410,0.8179849982261658,0.7386209964752197
2018-10-24 00:00:00,0.5290489792823792,0.5290489792823792,0.3134549856185913,2118790,0.7025600075721741,0.6996279954910278
2018-10-25 00:00:00,0.5481209754943848,0.5481209754943848,0.4058600068092346,1678140,2.0542099475860596,0.52920001745224
2018-10-26 00:00:00,0.5244669914245605,0.5244669914245605,0.4833280146121979,1659950,0.635657012462616,0.5477889776229858
2018-10-27 00:00:00,0.47310999035835266,0.47310999035835266,0.4703640043735504,771555,0.5738059878349304,0.5240839719772339
2018-10-28 00:00:00,0.4639259874820709,0.4639259874820709,0.42565101385116577,1155100,0.4947800040245056,0.47303101420402527
2018-10-29 00:00:00,0.4246239960193634,0.4246239960193634,0.4058830142021179,1248140,0.46521198749542236,0.46467599272727966
2018-10-30 00:00:00,0.41073501110076904,0.41073501110076904,0.4009850025177002,1429580,0.4246079921722412,0.42390701174736023
2018-10-31 00:00:00,0.3923560082912445,0.3923560082912445,0.3793630003929138,1418560,0.4212230145931244,0.4128110110759735
2018-11-01 00:00:00,0.4197219908237457,0.4197219908237457,0.3453820049762726,3069050,0.42263299226760864,0.3892410099506378
2018-11-02 00:00:00,0.4162850081920624,0.4162850081920624,0.3524770140647888,3564290,0.6538320183753967,0.41096800565719604
2018-11-03 00:00:00,0.36002200841903687,0.36002200841903687,0.3435080051422119,2395520,0.41972899436950684,0.4184260070323944
2018-11-04 00:00:00,0.347106009721756,0.347106009721756,0.3286460041999817,1971810,0.43977001309394836,0.36013099551200867
2018-11-05 00:00:00,0.3277539908885956,0.3277539908885956,0.31711599230766296,3722750,0.3518109917640686,0.35052698850631714
2018-11-06 00:00:00,0.3666970133781433,0.3666970133781433,0.3049139976501465,3593380,0.42463600635528564,0.3290880024433136
2018-11-07 00:00:00,0.37080299854278564,0.37080299854278564,0.3372969925403595,4050880,0.3787379860877991,0.3669770061969757
2018-11-08 00:00:00,0.3311620056629181,0.3311620056629181,0.3014090061187744,4002050,0.37102800607681274,0.3706820011138916
2018-11-09 00:00:00,0.4189800024032593,0.4189800024032593,0.31668201088905334,3951060,0.4449610114097595,0.33130401372909546
2018-11-10 00:00:00,0.4178690016269684,0.4178690016269684,0.3313100039958954,4687760,0.5079579949378967,0.41865700483322144
2018-11-11 00:00:00,0.4215349853038788,0.4215349853038788,0.34251201152801514,3993820,0.4804840087890625,0.41804900765419006
2018-11-12 00:00:00,0.5056189894676208,0.5056189894676208,0.3225399851799011,4474950,0.5802159905433655,0.4224979877471924
2018-11-13 00:00:00,0.5312380194664001,0.5312380194664001,0.3526250123977661,4784540,0.5333960056304932,0.5049290060997009
2018-11-14 00:00:00,0.3275949954986572,0.3275949954986572,0.305759996175766,3725910,0.7364770174026489,0.531020998954773
2018-11-15 00:00:00,0.2849690020084381,0.2849690020084381,0.27699699997901917,2186100,0.39545899629592896,0.3291020095348358
2018-11-16 00:00:00,0.29553499817848206,0.29553499817848206,0.24876099824905396,5863660,0.3535979986190796,0.27214500308036804
2018-11-17 00:00:00,0.28692299127578735,0.28692299127578735,0.26528799533843994,3708180,0.3345400094985962,0.29545700550079346
2018-11-18 00:00:00,0.3015719950199127,0.3015719950199127,0.2615340054035187,4814390,0.31984201073646545,0.28865501284599304
2018-11-19 00:00:00,0.21677100658416748,0.21677100658416748,0.1934169977903366,2967960,0.30217498540878296,0.30217498540878296
2018-11-20 00:00:00,0.1375660002231598,0.1375660002231598,0.1225769966840744,2434750,0.22232599556446075,0.21230199933052063
2018-11-21 00:00:00,0.13723300397396088,0.13723300397396088,0.12334799766540527,2532670,0.19122099876403809,0.13416199386119843
2018-11-22 00:00:00,0.1295749992132187,0.1295749992132187,0.10923700034618378,3040900,0.19481000304222107,0.1379680037498474
2018-11-23 00:00:00,0.11284299939870834,0.11284299939870834,0.08429499715566635,1988280,0.1464419960975647,0.1283549964427948
2018-11-24 00:00:00,0.09628400206565857,0.09628400206565857,0.07685200124979019,4181700,0.11494400352239609,0.11292800307273865
2018-11-25 00:00:00,0.07303199917078018,0.07303199917078018,0.06312999874353409,2600540,0.11183600127696991,0.0961259976029396
2018-11-26 00:00:00,0.06739799678325653,0.06739799678325653,0.0512159988284111,3032120,0.09884700179100037,0.07329799979925156
2018-11-27 00:00:00,0.06077200174331665,0.06077200174331665,0.049352001398801804,3215240,0.0721300020813942,0.06735599786043167
