timestamp,adjclose,close,high,volume,open,low
2021-04-02 00:00:00,1.900635004043579,1.900635004043579,2.4278690814971924,160166882,2.008021116256714,1.7798899412155151
2021-04-03 00:00:00,2.2255260944366455,2.2255260944366455,2.667651891708374,63493966,1.905403971672058,1.6390899419784546
2021-04-04 00:00:00,1.8740819692611694,1.8740819692611694,2.5621109008789062,30440271,2.2180891036987305,1.7974209785461426
2021-04-05 00:00:00,1.760741949081421,1.760741949081421,2.0071771144866943,28153839,1.8722120523452759,1.5288360118865967
2021-04-06 00:00:00,1.8633290529251099,1.8633290529251099,2.013192892074585,18838073,1.7621010541915894,1.4027199745178223
2021-04-07 00:00:00,1.926516056060791,1.926516056060791,2.030163049697876,15794904,1.8632309436798096,1.382112979888916
2021-04-08 00:00:00,2.1699070930480957,2.1699070930480957,2.2466681003570557,18455829,1.920153021812439,1.6955560445785522
2021-04-09 00:00:00,1.8543699979782104,1.8543699979782104,2.2252609729766846,15544282,2.169987916946411,1.7499710321426392
2021-04-10 00:00:00,1.686640977859497,1.686640977859497,1.8759030103683472,13429686,1.854706048965454,1.5888830423355103
2021-04-11 00:00:00,1.591649055480957,1.591649055480957,1.7317500114440918,7150472,1.6868879795074463,1.5357749462127686
2021-04-12 00:00:00,1.784551978111267,1.784551978111267,1.8551980257034302,7172548,1.5914820432662964,1.550955057144165
2021-04-13 00:00:00,1.536115050315857,1.536115050315857,1.8540380001068115,8200207,1.8540380001068115,1.5166749954223633
2021-04-14 00:00:00,1.3799920082092285,1.3799920082092285,1.5926469564437866,8429356,1.539566993713379,1.3234729766845703
2021-04-15 00:00:00,1.4114569425582886,1.4114569425582886,1.5975220203399658,5141780,1.380046010017395,1.3691519498825073
2021-04-16 00:00:00,1.1674070358276367,1.1674070358276367,1.4185459613800049,6505069,1.4105679988861084,1.119426965713501
2021-04-17 00:00:00,1.219635009765625,1.219635009765625,1.2981610298156738,4029201,1.1680209636688232,1.1309959888458252
2021-04-18 00:00:00,1.1780790090560913,1.1780790090560913,1.2544939517974854,3629090,1.2182430028915405,0.9668110013008118
2021-04-19 00:00:00,1.0731070041656494,1.0731070041656494,1.3452810049057007,5044692,1.1783159971237183,1.0076429843902588
2021-04-20 00:00:00,1.1227079629898071,1.1227079629898071,1.1643589735031128,3818063,1.0720700025558472,0.9307469725608826
2021-04-21 00:00:00,1.05936598777771,1.05936598777771,1.2884069681167603,3865538,1.1223000288009644,1.0060149431228638
2021-04-22 00:00:00,1.0482670068740845,1.0482670068740845,1.2483949661254883,4675023,1.060520052909851,0.9194219708442688
2021-04-23 00:00:00,1.3827580213546753,1.3827580213546753,1.4143999814987183,5916520,1.047827959060669,0.8181710243225098
2021-04-24 00:00:00,1.2584619522094727,1.2584619522094727,1.3829230070114136,4854048,1.3829230070114136,1.0992530584335327
2021-04-25 00:00:00,1.185541033744812,1.185541033744812,1.4080369472503662,4099993,1.2582999467849731,1.1609599590301514
2021-04-26 00:00:00,1.2576220035552979,1.2576220035552979,1.5106350183486938,3117533,1.1709649562835693,1.1709649562835693
2021-04-27 00:00:00,1.2749429941177368,1.2749429941177368,1.437648057937622,2938993,1.2572109699249268,1.2334959506988525
2021-04-28 00:00:00,1.0792969465255737,1.0792969465255737,1.3046519756317139,1722368,1.2755600214004517,1.0357749462127686
2021-04-29 00:00:00,1.240293025970459,1.240293025970459,1.2743879556655884,2852821,1.079679012298584,1.0342390537261963
2021-04-30 00:00:00,1.3874919414520264,1.3874919414520264,1.3913660049438477,5270129,1.2397569417953491,1.1543240547180176
2021-05-01 00:00:00,1.2998499870300293,1.2998499870300293,1.4906680583953857,4922325,1.3873000144958496,1.192878007888794
2021-05-02 00:00:00,1.1406179666519165,1.1406179666519165,1.3774349689483643,6408678,1.299994945526123,0.9361780285835266
2021-05-03 00:00:00,1.234853982925415,1.234853982925415,1.2926729917526245,6915784,1.161586046218872,0.976311981678009
2021-05-04 00:00:00,1.0159330368041992,1.0159330368041992,1.2358930110931396,4241410,1.2358930110931396,1.0159330368041992
2021-05-05 00:00:00,0.9963539838790894,0.9963539838790894,1.142346978187561,4858977,1.016706943511963,0.9467939734458923
2021-05-06 00:00:00,0.9908120036125183,0.9908120036125183,1.0590670108795166,3338529,0.9966080188751221,0.934486985206604
2021-05-07 00:00:00,0.9797009825706482,0.9797009825706482,1.035436987876892,3770922,0.9906420111656189,0.9004520177841187
2021-05-08 00:00:00,0.9727810025215149,0.9727810025215149,1.0216619968414307,1521675,0.9799339771270752,0.9309359788894653
2021-05-09 00:00:00,0.9795349836349487,0.9795349836349487,1.0537830591201782,1781709,0.9751780033111572,0.9282190203666687
2021-05-10 00:00:00,0.843330979347229,0.843330979347229,1.0270329713821411,1577352,0.9793670177459717,0.81973797082901
2021-05-11 00:00:00,0.8782060146331787,0.8782060146331787,0.9305419921875,2177135,0.8444839715957642,0.7556269764900208
2021-05-12 00:00:00,0.8157050013542175,0.8157050013542175,1.0170960426330566,1608564,0.8780400156974792,0.8157050013542175
2021-05-13 00:00:00,0.7922109961509705,0.7922109961509705,0.8819100260734558,1651484,0.8093550205230713,0.7599149942398071
2021-05-14 00:00:00,0.8662880063056946,0.8662880063056946,0.9261000156402588,1556239,0.7925739884376526,0.7910090088844299
2021-05-15 00:00:00,0.6828929781913757,0.6828929781913757,0.8713489770889282,958894,0.8656439781188965,0.6752049922943115
2021-05-16 00:00:00,0.684158980846405,0.684158980846405,0.7355419993400574,1182821,0.6824380159378052,0.6052070260047913
2021-05-17 00:00:00,0.8205289840698242,0.8205289840698242,0.8763880133628845,2787497,0.6849979758262634,0.6275209784507751
2021-05-18 00:00:00,0.8257650136947632,0.8257650136947632,0.9385709762573242,2102379,0.8209609985351562,0.7891359925270081
2021-05-19 00:00:00,0.5175520181655884,0.5175520181655884,0.8397819995880127,1698411,0.8255079984664917,0.4332300126552582
2021-05-20 00:00:00,0.5294219851493835,0.5294219851493835,0.5988569855690002,1023630,0.5150529742240906,0.465721994638443
2021-05-21 00:00:00,0.4006519913673401,0.4006519913673401,0.5492839813232422,796179,0.5286870002746582,0.3550170063972473
2021-05-22 00:00:00,0.3684619963169098,0.3684619963169098,0.4198110103607178,1247954,0.4017210006713867,0.35325101017951965
2021-05-23 00:00:00,0.2789289951324463,0.2789289951324463,0.3868499994277954,1284709,0.3683449923992157,0.24329300224781036
2021-05-24 00:00:00,0.37028101086616516,0.37028101086616516,0.40839800238609314,2196820,0.278903990983963,0.27327099442481995
2021-05-25 00:00:00,0.36028099060058594,0.36028099060058594,0.3910369873046875,1491767,0.3700850009918213,0.3378250002861023
2021-05-26 00:00:00,0.410178005695343,0.410178005695343,0.41179099678993225,1340551,0.360507994890213,0.35705000162124634
2021-05-27 00:00:00,0.3943850100040436,0.3943850100040436,0.4119339883327484,978751,0.41022801399230957,0.372529000043869
2021-05-28 00:00:00,0.3212119936943054,0.3212119936943054,0.4156000018119812,796195,0.40849900245666504,0.30990898609161377
