timestamp,adjclose,low,close,volume,high,open
2020-08-17 00:00:00,1.367583990097046,1.366994023323059,1.367583990097046,1914058,1.4627560377120972,1.45243501663208
2020-08-18 00:00:00,1.2888920307159424,1.2343389987945557,1.2888920307159424,1576925,1.5179009437561035,1.3682509660720825
2020-08-19 00:00:00,1.2706799507141113,1.230573058128357,1.2706799507141113,1089875,1.3641140460968018,1.288696050643921
2020-08-20 00:00:00,1.1945379972457886,1.150136947631836,1.1945379972457886,911071,1.2890089750289917,1.2706799507141113
2020-08-21 00:00:00,1.014907956123352,1.0120279788970947,1.014907956123352,1386103,1.204880952835083,1.1945970058441162
2020-08-22 00:00:00,1.0700739622116089,0.9844369888305664,1.0700739622116089,982115,1.0863219499588013,1.0138260126113892
2020-08-23 00:00:00,1.0198349952697754,0.9882749915122986,1.0198349952697754,1001290,1.181583046913147,1.0699599981307983
2020-08-24 00:00:00,1.1840180158615112,0.925163984298706,1.1840180158615112,1324199,1.185657024383545,1.019866943359375
2020-08-25 00:00:00,1.3215960264205933,1.1632139682769775,1.3215960264205933,1505673,1.3352769613265991,1.1845149993896484
2020-08-26 00:00:00,1.2819989919662476,1.18464195728302,1.2819989919662476,913075,1.3221850395202637,1.3221850395202637
2020-08-27 00:00:00,1.2914340496063232,1.2585949897766113,1.2914340496063232,1308311,1.3704910278320312,1.2822229862213135
2020-08-28 00:00:00,1.2682809829711914,1.2547580003738403,1.2682809829711914,1112923,1.3801720142364502,1.2915170192718506
2020-08-29 00:00:00,1.2796050310134888,1.2592730522155762,1.2796050310134888,1083045,1.3907710313796997,1.2678550481796265
2020-08-30 00:00:00,1.3017749786376953,1.2778290510177612,1.3017749786376953,1516440,1.3783810138702393,1.280377984046936
2020-08-31 00:00:00,1.2314289808273315,1.1735529899597168,1.2314289808273315,1624260,1.3269269466400146,1.3014580011367798
2020-09-01 00:00:00,1.2493200302124023,1.1042040586471558,1.2493200302124023,1741071,1.3144739866256714,1.2311830520629883
